지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),현지기압(hPa),적설(cm),지면온도(°C),년,월,일,시
서울,2022-03-14 16:00,7.5,0.0,4.0,98,998.6,0.0,8.5,2022,03,14,16
서울,2022-03-14 17:00,7.2,0.0,2.8,97,999.0,0.0,8.3,2022,03,14,17
서울,2022-03-14 18:00,6.9,0.8,4.3,98,999.3,0.0,7.9,2022,03,14,18
서울,2022-03-14 19:00,7.0,0.0,3.0,95,999.9,0.0,7.7,2022,03,14,19
서울,2022-03-14 20:00,6.8,0.0,3.3,92,1000.6,0.0,7.3,2022,03,14,20
서울,2022-03-14 21:00,6.1,0.0,2.9,89,1001.1,0.0,5.6,2022,03,14,21
서울,2022-03-14 22:00,5.9,0.0,3.2,88,1002.1,0.0,6.1,2022,03,14,22
서울,2022-03-14 23:00,5.5,0.0,2.4,87,1002.4,0.0,5.5,2022,03,14,23
서울,2022-03-15 00:00,4.9,0.0,3.3,86,1002.7,0.0,4.2,2022,03,15,00
서울,2022-03-15 01:00,4.6,0.0,3.8,86,1003.9,0.0,4.4,2022,03,15,01
서울,2022-03-15 02:00,4.2,0.0,2.3,84,1003.9,0.0,4.3,2022,03,15,02
서울,2022-03-15 03:00,3.4,0.0,0.5,85,1003.4,0.0,2.9,2022,03,15,03
서울,2022-03-15 04:00,3.1,0.0,1.6,88,1003.8,0.0,2.4,2022,03,15,04
서울,2022-03-15 05:00,2.9,0.0,2.7,91,1004.8,0.0,2.1,2022,03,15,05
서울,2022-03-15 06:00,2.6,0.0,0.7,91,1004.6,0.0,1.9,2022,03,15,06
서울,2022-03-15 07:00,2.4,0.0,1.1,92,1005.2,0.0,1.8,2022,03,15,07
서울,2022-03-15 08:00,2.5,0.0,1.0,93,1005.6,0.0,3.8,2022,03,15,08
서울,2022-03-15 09:00,4.3,0.0,1.4,90,1005.5,0.0,8.9,2022,03,15,09
서울,2022-03-15 10:00,6.1,0.0,2.1,78,1005.8,0.0,12.8,2022,03,15,10
서울,2022-03-15 11:00,7.2,0.0,1.0,74,1005.1,0.0,16.1,2022,03,15,11
서울,2022-03-15 12:00,9.7,0.0,2.1,65,1004.6,0.0,21.0,2022,03,15,12
서울,2022-03-15 13:00,10.4,0.0,2.4,60,1004.9,0.0,19.8,2022,03,15,13
서울,2022-03-15 14:00,11.6,0.0,2.0,55,1004.0,0.0,22.4,2022,03,15,14
서울,2022-03-15 15:00,12.1,0.0,1.9,52,1003.1,0.0,20.5,2022,03,15,15
서울,2022-03-15 16:00,13.1,0.0,2.0,48,1002.6,0.0,17.4,2022,03,15,16
서울,2022-03-15 17:00,12.6,0.0,2.6,48,1001.4,0.0,13.6,2022,03,15,17
서울,2022-03-15 18:00,12.1,0.0,2.2,51,1001.6,0.0,11.0,2022,03,15,18
서울,2022-03-15 19:00,10.9,0.0,2.3,58,1001.8,0.0,9.0,2022,03,15,19
서울,2022-03-15 20:00,9.5,0.0,2.1,65,1001.7,0.0,7.5,2022,03,15,20
서울,2022-03-15 21:00,8.1,0.0,3.4,71,1003.0,0.0,6.7,2022,03,15,21
서울,2022-03-15 22:00,6.9,0.0,2.3,73,1003.9,0.0,5.7,2022,03,15,22
서울,2022-03-15 23:00,6.1,0.0,0.9,74,1004.2,0.0,4.9,2022,03,15,23
서울,2022-03-16 00:00,5.4,0.0,0.4,76,1004.1,0.0,4.3,2022,03,16,00
서울,2022-03-16 01:00,5.1,0.0,0.4,76,1003.7,0.0,4.0,2022,03,16,01
서울,2022-03-16 02:00,4.8,0.0,0.1,76,1003.9,0.0,3.5,2022,03,16,02
서울,2022-03-16 03:00,4.7,0.0,1.6,79,1003.7,0.0,3.3,2022,03,16,03
서울,2022-03-16 04:00,4.4,0.0,1.3,82,1003.7,0.0,3.0,2022,03,16,04
서울,2022-03-16 05:00,4.2,0.0,1.9,81,1004.4,0.0,2.9,2022,03,16,05
서울,2022-03-16 06:00,4.0,0.0,1.4,75,1004.7,0.0,2.7,2022,03,16,06
서울,2022-03-16 07:00,3.7,0.0,0.8,79,1005.1,0.0,2.6,2022,03,16,07
서울,2022-03-16 08:00,4.3,0.0,1.2,81,1006.1,0.0,4.5,2022,03,16,08
서울,2022-03-16 09:00,6.2,0.0,1.4,77,1006.6,0.0,8.6,2022,03,16,09
서울,2022-03-16 10:00,8.2,0.0,1.4,65,1007.1,0.0,12.8,2022,03,16,10
서울,2022-03-16 11:00,11.1,0.0,1.2,62,1006.2,0.0,18.5,2022,03,16,11
서울,2022-03-16 12:00,13.5,0.0,2.0,51,1006.2,0.0,22.2,2022,03,16,12
서울,2022-03-16 13:00,14.1,0.0,3.2,43,1006.0,0.0,23.4,2022,03,16,13
서울,2022-03-16 14:00,15.5,0.0,3.0,45,1005.2,0.0,23.3,2022,03,16,14
서울,2022-03-16 15:00,16.5,0.0,3.3,40,1005.0,0.0,22.1,2022,03,16,15
서울,2022-03-16 16:00,16.3,0.0,3.2,39,1005.5,0.0,18.6,2022,03,16,16
서울,2022-03-16 17:00,15.6,0.0,3.1,44,1006.0,0.0,14.6,2022,03,16,17
서울,2022-03-16 18:00,14.6,0.0,2.2,49,1006.5,0.0,12.0,2022,03,16,18
서울,2022-03-16 19:00,13.7,0.0,3.5,54,1006.8,0.0,10.1,2022,03,16,19
서울,2022-03-16 20:00,13.0,0.0,3.3,59,1007.5,0.0,9.5,2022,03,16,20
서울,2022-03-16 21:00,12.4,0.0,3.3,64,1008.1,0.0,9.1,2022,03,16,21
서울,2022-03-16 22:00,12.0,0.0,3.1,67,1009.1,0.0,8.9,2022,03,16,22
서울,2022-03-16 23:00,11.4,0.0,3.6,67,1009.1,0.0,8.6,2022,03,16,23
서울,2022-03-17 00:00,10.7,0.0,2.7,66,1009.1,0.0,8.2,2022,03,17,00
서울,2022-03-17 01:00,10.0,0.0,2.5,70,1009.1,0.0,7.8,2022,03,17,01
서울,2022-03-17 02:00,9.4,0.0,2.7,71,1009.8,0.0,7.4,2022,03,17,02
서울,2022-03-17 03:00,8.9,0.0,1.2,71,1009.7,0.0,7.1,2022,03,17,03
서울,2022-03-17 04:00,8.6,0.0,2.5,68,1009.8,0.0,7.1,2022,03,17,04
서울,2022-03-17 05:00,8.4,0.0,0.2,67,1009.6,0.0,7.0,2022,03,17,05
서울,2022-03-17 06:00,8.2,0.0,2.0,68,1009.9,0.0,7.0,2022,03,17,06
서울,2022-03-17 07:00,7.9,0.0,1.8,69,1009.7,0.0,6.9,2022,03,17,07
서울,2022-03-17 08:00,8.1,0.0,1.2,69,1010.0,0.0,7.7,2022,03,17,08
서울,2022-03-17 09:00,8.8,0.0,2.2,67,1010.4,0.0,8.9,2022,03,17,09
서울,2022-03-17 10:00,9.9,0.0,2.9,64,1010.4,0.0,11.0,2022,03,17,10
서울,2022-03-17 11:00,11.5,0.0,3.8,59,1010.3,0.0,15.4,2022,03,17,11
서울,2022-03-17 12:00,13.7,0.0,3.0,53,1009.7,0.0,20.2,2022,03,17,12
서울,2022-03-17 13:00,14.7,0.0,2.0,48,1008.9,0.0,17.3,2022,03,17,13
서울,2022-03-17 14:00,14.8,0.0,2.9,47,1007.9,0.0,16.7,2022,03,17,14
서울,2022-03-17 15:00,14.7,0.0,1.2,47,1007.1,0.0,14.1,2022,03,17,15
서울,2022-03-17 16:00,14.7,0.0,1.9,47,1007.0,0.0,14.1,2022,03,17,16
서울,2022-03-17 17:00,14.4,0.0,2.9,49,1006.6,0.0,12.8,2022,03,17,17
서울,2022-03-17 18:00,14.0,0.0,2.0,53,1006.5,0.0,11.3,2022,03,17,18
서울,2022-03-17 19:00,13.1,0.0,2.7,67,1007.0,0.0,10.4,2022,03,17,19
서울,2022-03-17 20:00,10.5,0.0,4.1,70,1007.3,0.0,9.5,2022,03,17,20
서울,2022-03-17 21:00,9.5,1.2,4.3,68,1007.1,0.0,8.5,2022,03,17,21
서울,2022-03-17 22:00,8.8,0.0,4.8,68,1007.4,0.0,7.9,2022,03,17,22
서울,2022-03-17 23:00,7.9,0.0,4.8,69,1007.5,0.0,7.4,2022,03,17,23
서울,2022-03-18 00:00,7.8,0.0,4.9,69,1007.2,0.0,7.2,2022,03,18,00
서울,2022-03-18 01:00,7.2,0.0,5.9,72,1006.3,0.0,6.8,2022,03,18,01
서울,2022-03-18 02:00,7.1,0.0,5.4,72,1005.6,0.0,6.6,2022,03,18,02
서울,2022-03-18 03:00,7.1,0.0,4.6,70,1004.8,0.0,6.5,2022,03,18,03
서울,2022-03-18 04:00,7.1,0.0,4.5,68,1004.0,0.0,6.3,2022,03,18,04
서울,2022-03-18 05:00,7.2,0.0,5.0,65,1003.3,0.0,6.2,2022,03,18,05
서울,2022-03-18 06:00,7.2,0.0,5.0,66,1002.6,0.0,6.1,2022,03,18,06
서울,2022-03-18 07:00,6.8,0.0,6.5,69,1002.4,0.0,5.9,2022,03,18,07
서울,2022-03-18 08:00,6.8,0.0,4.3,68,1003.1,0.0,6.3,2022,03,18,08
서울,2022-03-18 09:00,7.3,0.0,4.4,65,1002.9,0.0,7.4,2022,03,18,09
서울,2022-03-18 10:00,8.4,0.0,4.7,59,1002.5,0.0,9.9,2022,03,18,10
서울,2022-03-18 11:00,8.8,0.0,3.8,57,1002.0,0.0,10.1,2022,03,18,11
서울,2022-03-18 12:00,9.3,0.0,4.3,55,1001.1,0.0,11.5,2022,03,18,12
서울,2022-03-18 13:00,9.4,0.0,4.5,56,1001.1,0.0,10.7,2022,03,18,13
서울,2022-03-18 14:00,9.3,0.0,2.7,56,1000.2,0.0,10.2,2022,03,18,14
서울,2022-03-18 15:00,9.3,0.0,5.3,54,998.9,0.0,10.0,2022,03,18,15
서울,2022-03-18 16:00,9.0,0.0,4.0,52,998.9,0.0,9.7,2022,03,18,16
서울,2022-03-18 17:00,8.7,0.0,4.3,53,998.9,0.0,9.2,2022,03,18,17
서울,2022-03-18 18:00,8.0,0.0,3.8,55,999.1,0.0,7.8,2022,03,18,18
서울,2022-03-18 19:00,7.1,0.0,4.7,56,998.3,0.0,6.1,2022,03,18,19
서울,2022-03-18 20:00,6.6,0.0,3.4,58,999.2,0.0,5.9,2022,03,18,20
서울,2022-03-18 21:00,6.0,0.0,5.2,59,998.7,0.0,4.7,2022,03,18,21
서울,2022-03-18 22:00,5.8,0.0,3.8,62,998.9,0.0,4.8,2022,03,18,22
서울,2022-03-18 23:00,5.7,0.0,4.3,61,998.6,0.0,5.0,2022,03,18,23
서울,2022-03-19 00:00,5.5,0.0,4.7,62,998.0,0.0,4.8,2022,03,19,00
서울,2022-03-19 01:00,5.3,0.0,4.5,64,996.8,0.0,4.5,2022,03,19,01
서울,2022-03-19 02:00,5.2,0.0,3.3,64,996.6,0.0,4.6,2022,03,19,02
서울,2022-03-19 03:00,4.5,0.2,3.0,77,996.6,0.0,4.7,2022,03,19,03
서울,2022-03-19 04:00,3.1,0.0,3.8,89,995.8,0.0,4.1,2022,03,19,04
서울,2022-03-19 05:00,2.4,0.0,3.1,93,995.1,0.0,3.4,2022,03,19,05
서울,2022-03-19 06:00,1.4,5.3,3.4,95,994.7,0.0,1.2,2022,03,19,06
서울,2022-03-19 07:00,1.1,0.0,4.0,97,994.5,0.3,1.5,2022,03,19,07
서울,2022-03-19 08:00,1.1,0.0,4.2,98,994.5,0.5,1.8,2022,03,19,08
서울,2022-03-19 09:00,1.1,4.5,3.9,98,994.9,0.5,1.2,2022,03,19,09
서울,2022-03-19 10:00,1.2,0.0,2.9,98,995.4,0.6,1.5,2022,03,19,10
서울,2022-03-19 11:00,1.5,0.0,2.9,98,996.1,0.7,2.7,2022,03,19,11
서울,2022-03-19 12:00,2.0,4.6,2.7,97,997.0,0.5,4.4,2022,03,19,12
서울,2022-03-19 13:00,3.3,0.0,3.5,96,997.0,0.0,6.9,2022,03,19,13
서울,2022-03-19 14:00,4.8,0.0,3.8,89,997.6,0.0,10.6,2022,03,19,14
서울,2022-03-19 15:00,5.2,0.0,2.6,82,998.6,0.0,8.4,2022,03,19,15
서울,2022-03-19 16:00,6.0,0.0,2.0,77,999.6,0.0,9.5,2022,03,19,16
서울,2022-03-19 17:00,6.0,0.0,2.7,78,1000.3,0.0,8.2,2022,03,19,17
서울,2022-03-19 18:00,6.0,0.0,1.5,74,1001.3,0.0,7.1,2022,03,19,18
서울,2022-03-19 19:00,5.6,0.0,1.7,78,1002.3,0.0,6.0,2022,03,19,19
서울,2022-03-19 20:00,5.3,0.0,1.1,77,1002.2,0.0,5.2,2022,03,19,20
서울,2022-03-19 21:00,4.5,0.0,3.1,74,1003.0,0.0,4.0,2022,03,19,21
서울,2022-03-19 22:00,3.6,0.0,1.7,74,1003.3,0.0,2.7,2022,03,19,22
서울,2022-03-19 23:00,2.9,0.0,2.0,75,1004.1,0.0,2.1,2022,03,19,23
서울,2022-03-20 00:00,2.8,0.0,1.5,80,1004.9,0.0,2.5,2022,03,20,00
서울,2022-03-20 01:00,3.1,0.0,1.1,82,1005.7,0.0,3.0,2022,03,20,01
서울,2022-03-20 02:00,3.6,0.0,1.1,84,1006.0,0.0,3.5,2022,03,20,02
서울,2022-03-20 03:00,3.9,0.0,0.5,85,1006.4,0.0,3.9,2022,03,20,03
서울,2022-03-20 04:00,4.0,0.0,1.6,87,1006.5,0.0,3.8,2022,03,20,04
서울,2022-03-20 05:00,4.0,0.0,0.8,84,1006.4,0.0,3.9,2022,03,20,05
서울,2022-03-20 06:00,4.0,0.0,1.4,85,1006.3,0.0,3.6,2022,03,20,06
서울,2022-03-20 07:00,4.1,0.0,1.8,87,1007.4,0.0,4.0,2022,03,20,07
서울,2022-03-20 08:00,4.2,0.0,2.3,88,1008.1,0.0,4.7,2022,03,20,08
서울,2022-03-20 09:00,5.0,0.0,2.1,86,1008.8,0.0,7.4,2022,03,20,09
서울,2022-03-20 10:00,5.6,0.0,4.0,76,1008.7,0.0,10.9,2022,03,20,10
서울,2022-03-20 11:00,6.6,0.0,2.3,70,1008.6,0.0,15.6,2022,03,20,11
서울,2022-03-20 12:00,7.9,0.0,3.0,58,1007.6,0.0,17.2,2022,03,20,12
서울,2022-03-20 13:00,7.6,0.0,2.8,58,1007.2,0.0,13.5,2022,03,20,13
서울,2022-03-20 14:00,8.9,0.0,2.3,49,1006.6,0.0,18.7,2022,03,20,14
서울,2022-03-20 15:00,9.0,0.0,4.3,44,1006.8,0.0,18.3,2022,03,20,15
서울,2022-03-20 16:00,9.1,0.0,4.1,42,1007.0,0.0,16.2,2022,03,20,16
서울,2022-03-20 17:00,8.4,0.0,4.4,45,1006.8,0.0,10.5,2022,03,20,17
서울,2022-03-20 18:00,7.2,0.0,2.8,52,1007.1,0.0,7.4,2022,03,20,18
서울,2022-03-20 19:00,5.5,0.0,2.6,52,1008.3,0.0,5.1,2022,03,20,19
서울,2022-03-20 20:00,4.7,0.0,3.4,59,1009.5,0.0,3.9,2022,03,20,20
서울,2022-03-20 21:00,3.9,0.0,2.2,63,1010.5,0.0,3.1,2022,03,20,21
서울,2022-03-20 22:00,3.4,0.0,2.6,62,1010.9,0.0,2.5,2022,03,20,22
서울,2022-03-20 23:00,2.8,0.0,2.2,54,1011.6,0.0,1.7,2022,03,20,23
서울,2022-03-21 00:00,2.2,0.0,2.1,56,1012.1,0.0,1.1,2022,03,21,00
서울,2022-03-21 01:00,1.2,0.0,0.8,60,1012.9,0.0,0.6,2022,03,21,01
서울,2022-03-21 02:00,0.8,0.0,2.0,64,1013.6,0.0,0.3,2022,03,21,02
서울,2022-03-21 03:00,0.7,0.0,1.2,65,1013.6,0.0,0.4,2022,03,21,03
서울,2022-03-21 04:00,0.3,0.0,1.5,68,1013.4,0.0,0.4,2022,03,21,04
서울,2022-03-21 05:00,0.1,0.0,1.5,63,1013.4,0.0,0.3,2022,03,21,05
서울,2022-03-21 06:00,-0.1,0.0,0.7,64,1013.9,0.0,0.2,2022,03,21,06
서울,2022-03-21 07:00,-0.3,0.0,1.1,67,1014.7,0.0,-0.1,2022,03,21,07
서울,2022-03-21 08:00,0.3,0.0,1.9,66,1015.4,0.0,0.1,2022,03,21,08
서울,2022-03-21 09:00,3.3,0.0,2.7,56,1014.5,0.0,6.0,2022,03,21,09
서울,2022-03-21 10:00,5.3,0.0,2.9,50,1014.4,0.0,13.3,2022,03,21,10
서울,2022-03-21 11:00,7.3,0.0,1.3,43,1015.1,0.0,18.0,2022,03,21,11
서울,2022-03-21 12:00,8.7,0.0,1.9,39,1014.4,0.0,18.3,2022,03,21,12
서울,2022-03-21 13:00,9.8,0.0,2.2,34,1013.5,0.0,18.8,2022,03,21,13
서울,2022-03-21 14:00,10.7,0.0,2.2,29,1012.8,0.0,19.5,2022,03,21,14
서울,2022-03-21 15:00,9.8,0.0,2.9,32,1012.1,0.0,14.5,2022,03,21,15
서울,2022-03-21 16:00,8.8,0.0,3.6,39,1012.2,0.0,11.6,2022,03,21,16
서울,2022-03-21 17:00,7.8,0.0,3.5,38,1012.3,0.0,9.1,2022,03,21,17
서울,2022-03-21 18:00,7.1,0.0,3.0,43,1012.1,0.0,6.9,2022,03,21,18
서울,2022-03-21 19:00,6.4,0.0,2.8,39,1011.8,0.0,5.3,2022,03,21,19
서울,2022-03-21 20:00,6.2,0.0,2.8,39,1012.1,0.0,4.7,2022,03,21,20
서울,2022-03-21 21:00,5.7,0.0,4.4,46,1013.1,0.0,4.0,2022,03,21,21
서울,2022-03-21 22:00,5.4,0.0,4.9,43,1013.1,0.0,3.5,2022,03,21,22
서울,2022-03-21 23:00,5.1,0.0,2.6,48,1013.2,0.0,3.2,2022,03,21,23
서울,2022-03-22 00:00,4.6,0.0,3.0,51,1012.6,0.0,2.8,2022,03,22,00
서울,2022-03-22 01:00,4.1,0.0,2.3,54,1012.5,0.0,2.5,2022,03,22,01
서울,2022-03-22 02:00,3.7,0.0,2.0,56,1012.7,0.0,2.1,2022,03,22,02
서울,2022-03-22 03:00,2.8,0.0,1.2,58,1012.4,0.0,1.4,2022,03,22,03
서울,2022-03-22 04:00,2.2,0.0,1.3,61,1012.1,0.0,0.6,2022,03,22,04
서울,2022-03-22 05:00,1.9,0.0,2.5,60,1012.4,0.0,0.4,2022,03,22,05
서울,2022-03-22 06:00,1.4,0.0,1.9,60,1012.8,0.0,0.5,2022,03,22,06
서울,2022-03-22 07:00,1.2,0.0,0.9,59,1012.8,0.0,0.5,2022,03,22,07
서울,2022-03-22 08:00,2.2,0.0,0.7,60,1013.1,0.0,0.8,2022,03,22,08
서울,2022-03-22 09:00,4.4,0.0,2.6,56,1013.6,0.0,9.0,2022,03,22,09
서울,2022-03-22 10:00,6.4,0.0,1.5,52,1013.2,0.0,15.3,2022,03,22,10
서울,2022-03-22 11:00,8.8,0.0,3.1,48,1013.5,0.0,18.3,2022,03,22,11
서울,2022-03-22 12:00,10.2,0.0,1.7,42,1013.1,0.0,21.8,2022,03,22,12
서울,2022-03-22 13:00,11.4,0.0,2.1,37,1011.9,0.0,22.7,2022,03,22,13
서울,2022-03-22 14:00,12.6,0.0,2.2,27,1010.7,0.0,22.9,2022,03,22,14
서울,2022-03-22 15:00,12.9,0.0,2.3,29,1010.1,0.0,21.9,2022,03,22,15
서울,2022-03-22 16:00,13.2,0.0,2.7,29,1010.1,0.0,18.4,2022,03,22,16
서울,2022-03-22 17:00,12.6,0.0,1.1,28,1009.4,0.0,13.2,2022,03,22,17
서울,2022-03-22 18:00,11.8,0.0,2.3,31,1008.7,0.0,9.9,2022,03,22,18
서울,2022-03-22 19:00,9.4,0.0,4.0,50,1010.1,0.0,7.2,2022,03,22,19
서울,2022-03-22 20:00,8.1,0.0,4.0,58,1010.5,0.0,6.2,2022,03,22,20
서울,2022-03-22 21:00,7.2,0.0,3.0,56,1010.8,0.0,5.5,2022,03,22,21
서울,2022-03-22 22:00,6.4,0.0,1.4,56,1010.2,0.0,4.7,2022,03,22,22
서울,2022-03-22 23:00,6.5,0.0,2.6,57,1009.9,0.0,4.4,2022,03,22,23
서울,2022-03-23 00:00,6.0,0.0,0.5,59,1009.7,0.0,3.9,2022,03,23,00
서울,2022-03-23 01:00,5.4,0.0,1.3,59,1009.0,0.0,3.7,2022,03,23,01
서울,2022-03-23 02:00,5.3,0.0,2.2,60,1009.5,0.0,3.9,2022,03,23,02
서울,2022-03-23 03:00,5.5,0.0,1.0,61,1009.2,0.0,4.1,2022,03,23,03
서울,2022-03-23 04:00,5.4,0.0,2.2,66,1008.6,0.0,4.1,2022,03,23,04
서울,2022-03-23 05:00,5.0,0.0,0.7,67,1008.5,0.0,4.1,2022,03,23,05
서울,2022-03-23 06:00,5.0,0.0,2.0,67,1008.7,0.0,4.1,2022,03,23,06
서울,2022-03-23 07:00,5.0,0.0,2.1,68,1008.6,0.0,4.3,2022,03,23,07
서울,2022-03-23 08:00,5.2,0.0,1.5,69,1008.4,0.0,5.1,2022,03,23,08
서울,2022-03-23 09:00,5.6,0.0,2.9,68,1008.2,0.0,6.5,2022,03,23,09
서울,2022-03-23 10:00,6.5,0.0,2.5,68,1007.9,0.0,9.4,2022,03,23,10
서울,2022-03-23 11:00,7.1,0.0,2.9,62,1007.9,0.0,11.4,2022,03,23,11
서울,2022-03-23 12:00,7.1,0.0,3.7,46,1007.9,0.0,9.9,2022,03,23,12
서울,2022-03-23 13:00,6.9,0.0,3.5,41,1007.6,0.0,8.5,2022,03,23,13
서울,2022-03-23 14:00,7.3,0.0,3.6,43,1007.1,0.0,11.1,2022,03,23,14
서울,2022-03-23 15:00,7.5,0.0,2.8,43,1006.4,0.0,11.7,2022,03,23,15
서울,2022-03-23 16:00,7.8,0.0,2.4,48,1006.5,0.0,11.4,2022,03,23,16
서울,2022-03-23 17:00,7.4,0.0,3.0,50,1006.3,0.0,9.1,2022,03,23,17
서울,2022-03-23 18:00,6.7,0.0,2.9,54,1006.2,0.0,7.0,2022,03,23,18
서울,2022-03-23 19:00,6.3,0.0,2.9,61,1006.2,0.0,6.1,2022,03,23,19
서울,2022-03-23 20:00,6.3,0.0,2.7,61,1006.6,0.0,6.1,2022,03,23,20
서울,2022-03-23 21:00,6.2,0.0,1.6,58,1006.7,0.0,5.7,2022,03,23,21
서울,2022-03-23 22:00,6.1,0.0,2.4,56,1006.6,0.0,5.2,2022,03,23,22
서울,2022-03-23 23:00,6.1,0.0,2.6,54,1007.0,0.0,4.8,2022,03,23,23
서울,2022-03-24 00:00,6.0,0.0,3.0,57,1007.0,0.0,4.5,2022,03,24,00
서울,2022-03-24 01:00,6.0,0.0,2.1,59,1007.7,0.0,4.9,2022,03,24,01
서울,2022-03-24 02:00,5.5,0.0,2.6,66,1007.9,0.0,3.8,2022,03,24,02
서울,2022-03-24 03:00,4.8,0.0,1.2,70,1007.3,0.0,3.1,2022,03,24,03
서울,2022-03-24 04:00,4.4,0.0,1.5,76,1007.0,0.0,2.7,2022,03,24,04
서울,2022-03-24 05:00,3.9,0.0,1.3,78,1007.2,0.0,2.6,2022,03,24,05
서울,2022-03-24 06:00,4.4,0.0,1.7,79,1007.7,0.0,4.2,2022,03,24,06
서울,2022-03-24 07:00,5.0,0.0,1.3,78,1008.1,0.0,4.7,2022,03,24,07
서울,2022-03-24 08:00,5.5,0.0,1.7,75,1008.3,0.0,5.2,2022,03,24,08
서울,2022-03-24 09:00,6.1,0.0,2.0,73,1008.9,0.0,6.1,2022,03,24,09
서울,2022-03-24 10:00,6.6,0.0,1.0,73,1009.6,0.0,6.9,2022,03,24,10
서울,2022-03-24 11:00,7.3,0.0,1.8,71,1009.9,0.0,7.7,2022,03,24,11
서울,2022-03-24 12:00,7.8,0.0,1.2,70,1010.3,0.0,8.4,2022,03,24,12
서울,2022-03-24 13:00,8.6,0.0,1.1,70,1010.1,0.0,9.5,2022,03,24,13
서울,2022-03-24 14:00,10.0,0.0,1.1,66,1009.2,0.0,14.2,2022,03,24,14
서울,2022-03-24 15:00,12.4,0.0,2.9,63,1009.1,0.0,17.7,2022,03,24,15
서울,2022-03-24 16:00,12.2,0.0,3.6,64,1008.0,0.0,14.6,2022,03,24,16
서울,2022-03-24 17:00,12.3,0.0,2.5,62,1007.8,0.0,12.5,2022,03,24,17
서울,2022-03-24 18:00,12.1,0.0,1.9,65,1008.4,0.0,10.8,2022,03,24,18
서울,2022-03-24 19:00,11.1,0.0,2.6,69,1009.9,0.0,8.9,2022,03,24,19
서울,2022-03-24 20:00,10.1,0.0,2.1,71,1009.8,0.0,7.6,2022,03,24,20
서울,2022-03-24 21:00,9.4,0.0,1.1,71,1010.1,0.0,6.9,2022,03,24,21
서울,2022-03-24 22:00,9.1,0.0,1.4,74,1010.9,0.0,6.6,2022,03,24,22
서울,2022-03-24 23:00,8.9,0.0,0.2,75,1010.9,0.0,6.5,2022,03,24,23
서울,2022-03-25 00:00,8.6,0.0,1.0,74,1011.0,0.0,6.2,2022,03,25,00
서울,2022-03-25 01:00,8.2,0.0,2.2,76,1010.0,0.0,5.8,2022,03,25,01
서울,2022-03-25 02:00,7.6,0.0,1.1,76,1010.3,0.0,4.8,2022,03,25,02
서울,2022-03-25 03:00,7.1,0.0,2.2,80,1010.6,0.0,4.3,2022,03,25,03
서울,2022-03-25 04:00,6.7,0.0,1.7,81,1009.4,0.0,4.2,2022,03,25,04
서울,2022-03-25 05:00,6.5,0.0,1.3,80,1009.7,0.0,4.2,2022,03,25,05
서울,2022-03-25 06:00,6.3,0.0,2.1,81,1009.8,0.0,4.0,2022,03,25,06
서울,2022-03-25 07:00,6.6,0.0,2.5,81,1009.6,0.0,4.4,2022,03,25,07
서울,2022-03-25 08:00,7.8,0.0,2.3,78,1009.6,0.0,6.7,2022,03,25,08
서울,2022-03-25 09:00,9.6,0.0,2.4,71,1009.6,0.0,11.3,2022,03,25,09
서울,2022-03-25 10:00,11.8,0.0,2.3,62,1009.4,0.0,13.9,2022,03,25,10
서울,2022-03-25 11:00,12.7,0.0,3.0,60,1008.1,0.0,14.4,2022,03,25,11
서울,2022-03-25 12:00,13.9,0.0,2.7,54,1007.2,0.0,15.7,2022,03,25,12
서울,2022-03-25 13:00,15.4,0.0,2.1,48,1006.6,0.0,17.4,2022,03,25,13
서울,2022-03-25 14:00,16.3,0.0,2.5,50,1006.0,0.0,15.1,2022,03,25,14
서울,2022-03-25 15:00,17.0,0.0,2.0,51,1004.2,0.0,15.4,2022,03,25,15
서울,2022-03-25 16:00,17.2,0.0,1.5,50,1003.3,0.0,14.6,2022,03,25,16
서울,2022-03-25 17:00,17.2,0.0,1.4,52,1002.5,0.0,14.2,2022,03,25,17
서울,2022-03-25 18:00,17.1,0.0,2.6,52,1001.6,0.0,12.5,2022,03,25,18
서울,2022-03-25 19:00,16.4,0.0,2.8,54,1001.6,0.0,11.4,2022,03,25,19
서울,2022-03-25 20:00,15.4,0.0,3.6,62,1000.8,0.0,10.8,2022,03,25,20
서울,2022-03-25 21:00,13.0,2.6,4.4,74,1000.2,0.0,10.3,2022,03,25,21
서울,2022-03-25 22:00,11.7,0.0,4.3,90,998.3,0.0,10.2,2022,03,25,22
서울,2022-03-25 23:00,11.4,0.0,5.4,95,995.2,0.0,10.2,2022,03,25,23
서울,2022-03-26 00:00,11.6,8.3,4.6,97,993.0,0.0,10.4,2022,03,26,00
서울,2022-03-26 01:00,11.9,0.0,4.0,98,991.1,0.0,10.7,2022,03,26,01
서울,2022-03-26 02:00,12.1,0.0,3.3,98,989.8,0.0,10.8,2022,03,26,02
서울,2022-03-26 03:00,12.4,6.7,3.0,98,987.9,0.0,11.0,2022,03,26,03
서울,2022-03-26 04:00,12.5,0.0,2.8,99,986.3,0.0,11.1,2022,03,26,04
서울,2022-03-26 05:00,12.5,0.0,1.6,100,985.3,0.0,11.2,2022,03,26,05
서울,2022-03-26 06:00,12.7,9.9,0.9,99,985.0,0.0,11.2,2022,03,26,06
